部品コード,品名,工順,工程No,工程名,外注先NO,外注先名
SC-490-TS-SP-N,C-490-TS ｽﾌﾟﾘﾝｸﾞ,1,3,購入品,4003,中里SP
SC-49-SP-N,C-49 ｽﾌﾟﾘﾝｸﾞ S0.8C,1,3,購入品,4003,中里SP
SC-938-A-1SP-N,C-938-A-1 ｳｲﾝﾄﾞｳﾛｯｸSP,1,3,購入品,4003,中里SP
SC-996-1SP-N,C-996-1 C-3-35 SP S1.4T,1,3,購入品,4003,中里SP
SC-996-3SP-N,C-996-3 ｽﾌﾟﾘﾝｸﾞ S1.4T,1,3,購入品,4003,中里SP
S-082512V,KGS ｿﾚﾉｲﾄﾞ 12Vﾖｳ 未登録,1,3,購入品,0,#N/A
S-082524V,KGS ｿﾚﾉｲﾄﾞ 24Vﾖｳ 未登録,1,3,購入品,0,#N/A
SEAL-151-J-HL-A,AP-151-JﾊﾝﾄﾞﾙL 10X10.5X7.5,1,3,購入品,16008,ﾌﾟﾗﾝﾆﾝｸﾞ
SEAL-151-J-HR-A,AP-151-JﾊﾝﾄﾞﾙR 10X10.5X7.5,1,3,購入品,16008,ﾌﾟﾗﾝﾆﾝｸﾞ
SEAL-151-J-IC-A,AP-151-J 7.5X8 ｵﾚﾝｼﾞｸﾞﾘｰﾝ,1,3,購入品,16008,ﾌﾟﾗﾝﾆﾝｸﾞ
SEAL-1800-D34-A,C-1800-D34 ｺｰｼｮﾝﾗﾍﾞﾙ,1,3,購入品,16008,ﾌﾟﾗﾝﾆﾝｸﾞ
SEAL-204/5-N,A-204/205 ｷﾞﾝｼｰﾙ,1,3,購入品,8007,ﾅｶｼﾞﾏ
SEAL-26-3000-A,TR-26 ｶｲﾍｲｼｰﾙ(3000向専用),1,3,購入品,16008,ﾌﾟﾗﾝﾆﾝｸﾞ
SEAL-303-A,A-303 ｵｼｼｰﾙ,1,3,購入品,16008,ﾌﾟﾗﾝﾆﾝｸﾞ
SEAL-313-IC-A,C-313-1 ｲﾝｼﾞｹｰﾀｰｼｰﾙ,1,3,購入品,16008,ﾌﾟﾗﾝﾆﾝｸﾞ
SEAL-396-A,C-396 10X25 ﾚｯﾄﾞｵﾚﾝｼﾞ,1,3,購入品,16008,ﾌﾟﾗﾝﾆﾝｸﾞ
SEAL-465-N,A-465 ｷﾞﾝｼｰﾙ,1,3,購入品,8007,ﾅｶｼﾞﾏ
SEAL-474-T,A-474 ﾃﾝﾌﾟｼｰﾙ,1,3,購入品,4007,T製造
SEAL-486-A,C-486 架台用ｼｰﾙ,1,3,購入品,16008,ﾌﾟﾗﾝﾆﾝｸﾞ
SEAL-630RO-A,FA-630 ﾛ-ﾀ-ｼ-ﾙ,1,3,購入品,16008,ﾌﾟﾗﾝﾆﾝｸﾞ
SEAL-810-C-4-A,FA-810-C-4 7X4 ﾚｯﾄﾞｵﾚﾝｼﾞ,1,3,購入品,16008,ﾌﾟﾗﾝﾆﾝｸﾞ
SEAL-810-FLAL-K,FA-810-C-4-FL-AL ｼｷﾍﾞﾂｼｰﾙ,1,3,購入品,0,#N/A
SEAL-815-IC-A,FA-815 16X6 -4028,1,3,購入品,16008,ﾌﾟﾗﾝﾆﾝｸﾞ
SEAL-815-S,FA-815ﾖｳ ｿｳｻﾎｳﾎｳｼｰﾙ,1,3,購入品,7010,ｻﾝｼｮｳ
SEAL-816-1/2-A,"FA-816-1,2 3X6 ﾚｯﾄﾞｵﾚﾝｼﾞ",1,3,購入品,16008,ﾌﾟﾗﾝﾆﾝｸﾞ
SEAL-816-1/2-S,FA-816-1/2ﾖｳ ﾁｭｳｲｼｰﾙ 2色,1,3,購入品,7010,ｻﾝｼｮｳ
SEAL-816-3/4-S,FA-816-3/4ﾖｳ ﾁｭｳｲｼｰﾙ 3色,1,3,購入品,7010,ｻﾝｼｮｳ
SEAL-816-3-A,FA-816-3 16X6.2 ﾚｯﾄﾞｵﾚﾝｼﾞ,1,3,購入品,16008,ﾌﾟﾗﾝﾆﾝｸﾞ
SEAL-820-AT-A,FA-820 ｵｰﾄﾛｯｸﾖｳ ｺｰｼｮﾝｼｰﾙ,1,3,購入品,16008,ﾌﾟﾗﾝﾆﾝｸﾞ
SEAL-830-A,LE-830ﾂｳﾃﾞﾝｶｸﾆﾝｼｰﾙ 32X40,1,3,購入品,16008,ﾌﾟﾗﾝﾆﾝｸﾞ
SEAL-908185-A,ｽﾗｲﾄﾞﾊﾝﾄﾞﾙ 11.5X11.5KT1220,1,3,購入品,16008,ﾌﾟﾗﾝﾆﾝｸﾞ
SEAL-A-480-A-1,A-480-A-1 T製造ｼ-ﾙ,1,3,購入品,4007,T製造
SEAL-A-480-A-2,A-480-A-2 T製造ｼ-ﾙ,1,3,購入品,4007,T製造
SEAL-A-480-A-3,A-480-A-3 T製造ｼ-ﾙ,1,3,購入品,4007,T製造
SEAL-A-480-P-3,A-480-P-3 T製造ｼｰﾙ,1,3,購入品,4007,T製造
SEAL-A-490-1,A-490-1 T製造ｼ-ﾙ,1,3,購入品,4007,T製造
SEAL-A-490-2,A-490-2 T製造ｼ-ﾙ,1,3,購入品,4007,T製造
SEAL-A-490-3,A-490-3 T製造ｼ-ﾙ,1,3,購入品,4007,T製造
SEAL-AL-A,LE-375 AUTO LOCKｼｰﾙ,1,3,購入品,16008,ﾌﾟﾗﾝﾆﾝｸﾞ
SEAL-ALKJ-A,ｵｰﾄﾛｯｸｶｲｼﾞｮｼｰﾙ ﾄｳﾒｲﾌｨﾙﾑ,1,3,購入品,16008,ﾌﾟﾗﾝﾆﾝｸﾞ
SEAL-ARROW,ﾔｼﾞﾙｼｼｰﾙ                間,1,3,購入品,7010,ｻﾝｼｮｳ
SEAL-ATKJ-A,LE-375 ｶｲｼﾞｮｼｰﾙ,1,3,購入品,16008,ﾌﾟﾗﾝﾆﾝｸﾞ
SEAL-CA-A,LE-375 ｾﾝﾀｰｱﾅｼｰﾙ(ｼﾙﾊﾞｰ)SCF,1,3,購入品,16008,ﾌﾟﾗﾝﾆﾝｸﾞ
SEAL-CLOSE,CLOSE ｼｰﾙ ﾄｳﾒｲﾗﾐﾈｰﾄ,1,3,購入品,16008,ﾌﾟﾗﾝﾆﾝｸﾞ
SEAL-CRTS,ｸﾘｱｰ塗装ｼｰﾙ,1,3,購入品,4007,T製造
SEAL-D,Dｼｰﾙ                    間,1,3,購入品,8013,太洋
SEAL-FA623-A,ｺｰｼｮﾝｼｰﾙ 大,1,3,購入品,7010,ｻﾝｼｮｳ
SEAL-FA820AL-T,FA-820 ｵｰﾄﾛｯｸﾄﾘｱﾂｶｲｼｰﾙ,1,3,購入品,0,#N/A
SEAL-FC-K-T,FCﾖｳ ｺｳｷﾝｼｰﾙ ｵｼﾎﾞｳ用,1,3,購入品,4007,T製造
SEAL-JMKNL-A,LE-375 ｶｲﾍｲｼｰﾙ(L),1,3,購入品,16008,ﾌﾟﾗﾝﾆﾝｸﾞ
SEAL-JMKNR-A,LE-375 ｶｲﾍｲｼｰﾙ(R),1,3,購入品,16008,ﾌﾟﾗﾝﾆﾝｸﾞ
SEAL-JML-A,ｼﾞｮｳﾏｴｶｲﾃﾝｼｼﾞｼｰﾙ L ｱﾙﾐｼｰﾙ,1,3,購入品,16008,ﾌﾟﾗﾝﾆﾝｸﾞ
SEAL-JMR-A,ｼﾞｮｳﾏｴｶｲﾃﾝｼｼﾞｼｰﾙ R ｱﾙﾐｼｰﾙ,1,3,購入品,16008,ﾌﾟﾗﾝﾆﾝｸﾞ
SEAL-L,122 Lｼｰﾙ,1,3,購入品,8013,太洋
SEAL-NISMO-A,NISMOﾖｳ ﾘｮｳﾒﾝﾃｰﾌﾟ3M Y-4952,1,3,購入品,16008,ﾌﾟﾗﾝﾆﾝｸﾞ
SEAL-OPEN,OPEN ｼｰﾙ ﾄｳﾒｲﾗﾐﾈｰﾄ,1,3,購入品,16008,ﾌﾟﾗﾝﾆﾝｸﾞ
SEAL-PUSH,ﾌﾟｯｼｭﾘﾀｰﾝｼｰﾙ            間,1,3,購入品,7010,ｻﾝｼｮｳ
SEAL-R,123 Rｼｰﾙ,1,3,購入品,8013,太洋
SEAL-S,Sｼｰﾙ                    間,1,3,購入品,8013,太洋
SEAL-SANKAKU,ｻﾝｶｸｼｰﾙ                 間,1,3,購入品,7010,ｻﾝｼｮｳ
SEAL-SK-BL-A,LE-375 ｱﾜｾﾏｰｸ(ｸﾛ)ｽｺｯﾁｶﾙF,1,3,購入品,16008,ﾌﾟﾗﾝﾆﾝｸﾞ
SEAL-SK-Y-A,LE-375 ｱﾜｾﾏｰｸ(ｷｲﾛ)ｽｺｯﾁｶﾙF,1,3,購入品,16008,ﾌﾟﾗﾝﾆﾝｸﾞ
SEAL-T0230-A,T0230ﾖｳ ｺｰｼｮﾝｼｰﾙﾒﾝﾃﾅﾝｽ黄,1,3,購入品,7010,ｻﾝｼｮｳ
SEAL-TAIKYOKU,退局時ｼｰﾙ,1,3,購入品,0,#N/A
SEAL-TAKIGEN,T製造ｼｰﾙ                間,1,3,購入品,4007,T製造
SEAL-TOKUTYUU,124 ﾄｸﾁｭｳｼｰﾙ,1,3,購入品,8013,太洋
SEAL-TSUDEN,LE-375 ﾂｳﾃﾞﾝｶｸﾆﾝｼｮｳ ｱﾙﾐｼｰﾙ,1,3,購入品,16008,ﾌﾟﾗﾝﾆﾝｸﾞ
SEAL-ZN,127 ｱｴﾝｼｰﾙ,1,3,購入品,8013,太洋
SFA-300-1HSP-N,FA-300-1 ﾊﾝﾄﾞﾙSP S1.0C,1,3,購入品,4003,中里SP
SFA-300-1LSP-N,FA-300-1 ﾗｯﾁSP S1.5C,1,3,購入品,4003,中里SP
SFA-300-2SP-N,FA-300(250)-2 ｽﾌﾟﾘﾝｸﾞS1.5T,1,3,購入品,4003,中里SP
SFA-601F-IB-N,FA-601F ｲﾀﾊﾞﾈ,1,3,購入品,4003,中里SP
SFA-601-SP-N,FA-601 ｽﾌﾟﾘﾝｸﾞ(2.3),1,3,購入品,4003,中里SP
SFA-602-H-LSP-S,FA-602-H(弱)ﾗｯﾁｽﾌﾟﾘﾝｸﾞ,1,3,購入品,4037,精発ばね
SFA-602-JSP-N,FA-602 ｼﾞｬｸｽﾌﾟﾘﾝｸﾞ1.5C46,1,3,購入品,4003,中里SP
SFA-602-LOSP-N,FA-602[603] ﾛｯｸSP 0.6C,1,3,購入品,4003,中里SP
SFA-602-LSP-N,FA-602(623)ﾗｯﾁSP 1.8C,1,3,購入品,4003,中里SP
SFA-602N-LS1-N,FA-602N ﾗｯﾁSP No.1(ﾀﾞｲ),1,3,購入品,4003,中里SP
SFA-602N-LS2-N,FA-602N ﾗｯﾁSP No.2(ｼｮｳ),1,3,購入品,4003,中里SP
SFA-602-S-LSP-S,FA-602 STD ﾗｯﾁｽﾌﾟﾘﾝｸﾞ,1,3,購入品,4037,精発ばね
SFA-603-TLSP-N,FA-603 ﾄｸ ﾗｯﾁSP 1.8C,1,3,購入品,4003,中里SP
SFA-610/2-LSP-N,FA-610-612 ﾗｯﾁSP S1.0C,1,3,購入品,4003,中里SP
SFA-614/6-SP-N,FA-614/6 ｽﾌﾟﾘﾝｸﾞ S1.3C,1,3,購入品,4003,中里SP
SFA-618-620AS-N,"FA-618,620ﾗｯﾁｱｰﾑSP S1.4C",1,3,購入品,4003,中里SP
SFA-618-620CS-N,"FA-618,620 ｶﾑSP S1.6T",1,3,購入品,4003,中里SP
SFA-623-LSP1-N,FA-623 ﾗｯﾁSP(ﾀﾞｲ)S1.4C,1,3,購入品,4003,中里SP
SFA-623-LSP2-N,FA-623 ﾗｯﾁSP(ｼｮｳ)S1.0C,1,3,購入品,4003,中里SP
SFA-630-IB-N,FA-630 ｲﾀﾊﾞﾈ t=0.3,1,3,購入品,4003,中里SP
SFA-662-LASP-S,FA-662 ﾗｯﾁｽﾌﾟﾘﾝｸﾞA S1.4C,1,3,購入品,4037,精発ばね
SFA-662-LBSP-S,FA-662 ﾗｯﾁｽﾌﾟﾘﾝｸﾞB S1.0C,1,3,購入品,4037,精発ばね
SFA-662-LOSP-S,FA-662 ﾛｯｸｽﾌﾟﾘﾝｸﾞ S.8WT,1,3,購入品,4037,精発ばね
SFA-681-L-MSP-N,FA-681-L ﾋﾀﾞﾘﾊﾈｱｹﾞSP SUS,1,3,購入品,4003,中里SP
SFA-681-L-SP-N,FA-681-L ﾋﾀﾞﾘｶｲﾃﾝSP SUS,1,3,購入品,4003,中里SP
SFA-681-R-MSP-N,FA-681-R ﾐｷﾞﾊﾈｱｹﾞSP SUS,1,3,購入品,4003,中里SP
SFA-681-R-SP-N,FA-681-R ﾐｷﾞｶｲﾃﾝSP SUS,1,3,購入品,4003,中里SP
SFA-681-S-LSP-N,"FA-681-S1,S2 ﾗｯﾁSP S0.5C",1,3,購入品,4003,中里SP
SFA-681-TSP-N,FA-681 ﾄﾘｶﾞｰSP S0.6C,1,3,購入品,4003,中里SP
SFA-702-S4SP-N,FA-702-S-4 ｽﾌﾟﾘﾝｸﾞS.8C,1,3,購入品,4003,中里SP
SFA-708-LSP-N,FA-708 ﾗｯﾁSP S1.2C,1,3,購入品,4003,中里SP
SFA-810-C4-AS-N,FA-810-C4LMS ｱｰﾑSP S.8C,1,3,購入品,4003,中里SP
SFA-810-C4-AS-S,FA-810-C4LMS ｱｰﾑSP S0.8,1,3,購入品,4037,精発ばね
SFA-810-C4-BS-S,FA-810-C-4L/S ﾎﾞﾀﾝSP S.8T,1,3,購入品,4037,精発ばね
SFA-810-C4-CS-S,FA-810-C-4L/S ｷｬｯﾁSP S1.0W,1,3,購入品,4037,精発ばね
SFA-810-CA-SS-N,FA-810-C-4ｵｰﾄﾛｯｸｼｬﾌﾄSP S.4,1,3,購入品,4003,中里SP
SFA-815-1LASP-S,FA-815-1 ﾗｯﾁSP S1.0T,1,3,購入品,4037,精発ばね
SFA-815-1LSP-S,FA-815-1 ﾚﾊﾞｰSP S1.0WT,1,3,購入品,4037,精発ばね
SFA-815-HSPA-S,FA-815 ﾊﾝﾄﾞﾙSP-A S2.0,1,3,購入品,4037,精発ばね
SFA-815-HSPB-S,FA-815 ﾊﾝﾄﾞﾙSP-B S2.0,1,3,購入品,4037,精発ばね
SFA-815-TSP-S,FA-815 ﾄﾘｶﾞｰSP S1.2T,1,3,購入品,4037,精発ばね
SFA-816-12LSP-N,FA-816-1.2 ﾗｯﾁSP S1.0W,1,3,購入品,4003,中里SP
SFA-816-1IC-N,FA-816-1 ｲﾝｼﾞｹｰﾀｰSP S.7C,1,3,購入品,4003,中里SP
SFA-816-1LSP-N,FA-816-1 ﾗﾁｪｯﾄSP(小)7mm,1,3,購入品,4003,中里SP
SFA-816-2IC-N,FA-816-2 ｲﾝｼﾞｹｰﾀｰ S.6C,1,3,購入品,4003,中里SP
SFA-816-2LSP-N,FA-816-2 ﾚﾊﾞｰSP S0.9,1,3,購入品,4003,中里SP
SFA-816-2-LSP-N,FA-816-2 ﾗﾁｪｯﾄSP 5mm,1,3,購入品,4003,中里SP
SFA-816-3HB-N,FA-816-3 ﾋｯﾊﾟﾘSP SUS,1,3,購入品,4003,中里SP
SFA-816-3HSP2-N,FA-816-3 ﾊﾝﾄﾞﾙSP-2,1,3,購入品,4003,中里SP
SFA-816-3LSP-N,FA-816-3 ﾗﾁｪｯﾄSP S1.0W,1,3,購入品,4003,中里SP
SFA-816-4HLSP-N,FA-816-4 ﾊﾝﾄﾞﾙ/ﾗﾁｪｯﾄSP,1,3,購入品,4003,中里SP
SFA-816-4PSP-N,FA-816-4 ﾋｯﾊﾟﾘSP S1.3,1,3,購入品,4003,中里SP
SFA-816-HB-N,FA-816 ﾋｯﾊﾟﾘSP,1,3,購入品,4003,中里SP
SFA-816-LSP-N,FA-816-3.4 ﾗｯﾁSP S1.0W(大,1,3,購入品,4003,中里SP
SFA-816-S501-N,FA-816 SP ﾅｽP A-501,1,3,購入品,4003,中里SP
SFA-816-S502-N,FA-816 ﾚﾊﾞｰSP ﾅｽP 使用禁止,1,3,購入品,4003,中里SP
SFA-818-1BSP-N,FA-818-1 ﾎﾞﾀﾝSP S1.0W,1,3,購入品,4003,中里SP
SFA-818-1HSP-N,FA-818-1 ﾊﾝﾄﾞﾙSP S2.5W,1,3,購入品,4003,中里SP
SFA-820-C2CS-N,FA-820-C-2 ｷｬｯﾌﾟSP S.8T,1,3,購入品,4003,中里SP
SFA-820-C2FS-N,FA-820-C-2 ﾌｯｸSP S1.5C,1,3,購入品,4003,中里SP
SFA-820-C2KP-N,FA-820-C-2 ｸﾘｯﾌﾟ St=0.6,1,3,購入品,4003,中里SP
SFA-820-C2LCS-N,FA-820-C2 ﾛｯｸｶﾑSP S.6T,1,3,購入品,4003,中里SP
SFA-820-C2LGS-N,FA-820-C2ﾛｯｸｶﾞｲﾄﾞSP S.8C,1,3,購入品,4003,中里SP
SFA-820YB-CSP-N,FA-820YB ｷｬｯﾌﾟSP SUS,1,3,購入品,4003,中里SP
SFA-820YB-LSP-N,FA-820YB ﾛｯｸｶﾞｲﾄﾞSP SUS,1,3,購入品,4003,中里SP
SFA-822-C-FSP-N,FA-822-C ﾌｯｸSP S1.6C,1,3,購入品,4003,中里SP
SFA-822-C-LGS-N,FA-822-C ﾛｯｸｶﾞｲﾄﾞSP ﾅｽA270,1,3,購入品,4003,中里SP
SFA-834-C-DSP-N,FA-834-C ﾃﾞｨﾃﾝﾄSP S0.4,1,3,購入品,4003,中里SP
SFA-834-C-FRG-N,FA-834-C ﾌｳｲﾝﾘﾝｸﾞ SUS,1,18,コーティング,4004,ﾑﾗﾁｮｳ
SFA-834-C-FRG-N,FA-834-C ﾌｳｲﾝﾘﾝｸﾞ SUS,2,3,購入品,4003,中里SP
SFA-834-C-KSP-N,FA-834-C ｷｬｯﾌﾟSPﾅｽP A-26,1,3,購入品,4003,中里SP
SFA-908-HSP-N,FA-908 ﾊﾝﾄﾞﾙｽﾌﾟﾘﾝｸﾞS1.2WT,1,3,購入品,4003,中里SP
SFA-933-BSP-N,FA-933 ﾎﾞﾀﾝSP S1.0TP,1,3,購入品,4003,中里SP
SFA-933-KSB-N,FA-933 ｶｴｼﾊﾞﾈ 2ﾊﾟｲ,1,3,購入品,4003,中里SP
SFA-935-BSP-N,FA-935 ﾎﾞﾀﾝSP(SUS),1,3,購入品,4003,中里SP
SFA-935-LAS-N,FA-935 ﾗｯﾁSP(SUS),1,3,購入品,4003,中里SP
SFA-935-LCS-N,FA-935 ﾗﾁｪｯﾄSP(SUS),1,3,購入品,4003,中里SP
SFB-614-SP-N,FB-614 ｽﾌﾟﾘﾝｸﾞS2.0使用禁止,1,3,購入品,4003,中里SP
SFB-614-SPN-N,FB-614 ｽﾌﾟﾘﾝｸﾞN S2.0,1,3,購入品,4003,中里SP
SFB-931-SSP-N,FB-931 ｽﾄｯﾊﾟｰSP 0.6C,1,3,購入品,4003,中里SP
SFC-702-SP-N,FC-702 ｽﾌﾟﾘﾝｸﾞ S1.2C,1,3,購入品,4003,中里SP
SJDEO-30010,BZ ﾊﾝﾄﾞﾙ RH        XX,1,8,仕上加工,56001,ﾏﾙｺｳ
SJDEO-30010,BZ ﾊﾝﾄﾞﾙ RH        XX,2,1,鋳造,99999,秋葉
SJDEO-30020,BZｶﾊﾞｰ,1,3,購入品,4034,日栄
SJDEO-30100,BZ HANDLE ASSY RH,1,18,コーティング,52003,ﾀｶﾗ
SJDEO-3010233,BZﾚﾊﾞ-KNOB(R),1,18,コーティング,52003,ﾀｶﾗ
SJDEO-3010597,BZ HANDLE ASSY RH ﾀﾞｰｸｸﾞﾚｰ,1,18,コーティング,52003,ﾀｶﾗ
SJDGO-30010,BZ ﾊﾝﾄﾞﾙ LH        XX,1,8,仕上加工,56001,ﾏﾙｺｳ
SJDGO-30010,BZ ﾊﾝﾄﾞﾙ LH        XX,2,1,鋳造,99999,秋葉
SJDGO-30100,BZ HANDLE ASSY LH,1,18,コーティング,52003,ﾀｶﾗ
SJDGO-3010233,BZﾚﾊﾞ-KNOB(L),1,18,コーティング,52003,ﾀｶﾗ
SJDGO-3010597,BZ HANDLE ASSY LH ﾀﾞｰｸｸﾞﾚｰ,1,18,コーティング,52003,ﾀｶﾗ
SKC-24-3SP-N,KC-24-3 ｽﾌﾟﾘﾝｸﾞ S0.55C,1,3,購入品,4003,中里SP
SKH-100-PK-EPG,SKH-100 ﾊﾟｯｷﾝ EPDM ｸﾞﾚｰ,1,3,購入品,4004,ﾑﾗﾁｮｳ
SLE0210005,SLEEVE             XX,1,1,鋳造,99999,秋葉
SLE-151RF-1GS-N,LE-151R-F-1 ｶﾞｲﾄﾞSP S0.7,1,3,購入品,4003,中里SP
SLE-151RF-1HS-N,LE-151R-F-1 ﾊﾝﾄﾞﾙSP S0.6,1,3,購入品,4003,中里SP
SLE-151RF-1KS-N,SLE-151R-F-1 ｸﾘｯｸSP,1,3,購入品,4003,中里SP
SLE-151RF-1RL-N,LE-151R-F-1 ﾚﾝｹﾂﾛｯﾄ SUS,1,3,購入品,4003,中里SP
SLE-272-DSP-N,LE-272 ﾃﾞｨﾃﾝﾄSP SUS,1,3,購入品,4003,中里SP
SLE-272-LSP-N,LE-272 ﾛｯｸSP SUS,1,3,購入品,4003,中里SP
SLE-343-KCSP-N,LE-343 ｶｲｼﾞｮｶﾑSP S.6T,1,3,購入品,4003,中里SP
SLE-343-KSP-N,LE-343 ｸﾘｯｸSP S.6C L26,1,3,購入品,4003,中里SP
SLE-343-PSP-N,LE-343 ﾌﾟﾗﾝｼﾞｬｰSP S.3C,1,3,購入品,4003,中里SP
SLE-343-SKSP-N,LE-343 ｻﾑﾀﾝｸﾘｯｸSP S0.4C,1,3,購入品,4003,中里SP
SLE-375-JSP-N,LE-375 ｼﾞｮｲﾝﾄSP S.45C,1,3,購入品,4003,中里SP
SLE-375-KSP-N,LE-375 ｸﾘｯｸSP S0.6C,1,3,購入品,4003,中里SP
SLE-375-LSP-N,LE-375 ﾛｯｸSP S0.6T,1,3,購入品,4003,中里SP
SLE-375-PSP-N,LE-375 ﾌﾟﾗﾝｼﾞｬｰSP S.4TP,1,3,購入品,4003,中里SP
SLE-375-SLSP-N,LE-375 ｽﾗｲﾀﾞｰSP S1.8TTT,1,3,購入品,4003,中里SP
SLE-375-SSP-N,LE-375 ｽﾄｯﾊﾟｰSP,1,3,購入品,4003,中里SP
SLE-820-PSP-N,LE-820 ﾌﾟﾗﾝｼﾞｬ-SP S0.6C,1,3,購入品,4003,中里SP
SLE-830-FSP-N,LE-830 ﾌｯｸSP S1.5C,1,3,購入品,4003,中里SP
SLE-830-PSP-N,LE-830 ﾌﾟﾗﾝｼﾞｬSP S0.6C,1,3,購入品,4003,中里SP
SLE-840-FSP-N,LE-840 ﾌｯｸSP S1.8C,1,3,購入品,4003,中里SP
SLG5047200,SLEEVE,1,8,仕上加工,56027,美才治
SLG5047200,SLEEVE,2,7,熱処理,55002,高崎
SLG5047200,SLEEVE,3,1,鋳造,99999,秋葉
SLG-G30M-B,ｼﾘｺﾝｸﾞﾘ-ｽ G30M,1,3,購入品,5018,ﾊﾞﾙﾋﾞｽ
SLH3247200-W0,SLEEVE,1,8,仕上加工,56027,美才治
SLH3247200-W0,SLEEVE,2,7,熱処理,55002,高崎
SLH3247200-W0,SLEEVE,3,1,鋳造,99999,秋葉
SLH3447200,SLH34 SLEEVE,1,7,熱処理,55002,高崎
SLH3447200,SLH34 SLEEVE,2,8,仕上加工,56027,美才治
SLH3447200,SLH34 SLEEVE,3,1,鋳造,99999,秋葉
SLH3747200,SLEEVE,1,8,仕上加工,56027,美才治
SLH3747200,SLEEVE,2,7,熱処理,55002,高崎
SLH3747200,SLEEVE,3,1,鋳造,99999,秋葉
SLS-8060PR-CL-M,ｼﾘｺﾝｼ-ﾗﾝﾄ 8060ﾌﾟﾛ ｸﾘｱ,1,3,購入品,4004,ﾑﾗﾁｮｳ
SMA-140-3SP-N,MA-140-3 ｽﾌﾟﾘﾝｸﾞ 0.5TP,1,3,購入品,4003,中里SP
SNP6MS-M,ｽﾅｯﾌﾟﾋﾟﾝ 6M SUS,1,3,購入品,4004,ﾑﾗﾁｮｳ
SOLVEST-730-M,ｿﾞﾙﾍﾞｽﾄ 730 300ml,1,3,購入品,4004,ﾑﾗﾁｮｳ
SP100-000-101,ﾍﾞｰｽ,1,11,含浸,55015,ﾌｨｰﾙﾄﾞﾄﾗ
SP100-000-101,ﾍﾞｰｽ,2,9,機械加工,56068,須永
SP100-000-101,ﾍﾞｰｽ,3,8,仕上加工,56055,ｽｺｰﾌﾟ
SP100-000-101,ﾍﾞｰｽ,4,1,鋳造,99999,秋葉
SP100-000-103,ﾊｳｼﾞﾝｸﾞ            XX,1,1,鋳造,99999,秋葉
SP100-000-10301,ﾊｳｼﾞﾝｸﾞ G1/2,1,11,含浸,55015,ﾌｨｰﾙﾄﾞﾄﾗ
SP100-000-10301,ﾊｳｼﾞﾝｸﾞ G1/2,2,9,機械加工,56027,美才治
SP100-000-10302,ﾊｳｼﾞﾝｸﾞ 1/2 NPT,1,11,含浸,55015,ﾌｨｰﾙﾄﾞﾄﾗ
SP100-000-10302,ﾊｳｼﾞﾝｸﾞ 1/2 NPT,2,9,機械加工,56027,美才治
SP100-000-10303,ﾊｳｼﾞﾝｸﾞ M20×1.5,1,11,含浸,55015,ﾌｨｰﾙﾄﾞﾄﾗ
SP100-000-10303,ﾊｳｼﾞﾝｸﾞ M20×1.5,2,9,機械加工,56027,美才治
SP100-000-10304,ﾊｳｼﾞﾝｸﾞ M20X1.5,1,11,含浸,55015,ﾌｨｰﾙﾄﾞﾄﾗ
SP100-000-10304,ﾊｳｼﾞﾝｸﾞ M20X1.5,2,9,機械加工,56027,美才治
SP100-000-10305,ﾊｳｼﾞﾝｸﾞ1/2NPT ﾌﾞﾘ-ｻﾞ-穴,1,11,含浸,55015,ﾌｨｰﾙﾄﾞﾄﾗ
SP100-000-10305,ﾊｳｼﾞﾝｸﾞ1/2NPT ﾌﾞﾘ-ｻﾞ-穴,2,9,機械加工,56027,美才治
SP100-000-10306,ﾊｳｼﾞﾝｸﾞ M20×1.5 ﾌﾞﾘ-ｻﾞ-穴,1,11,含浸,55015,ﾌｨｰﾙﾄﾞﾄﾗ
SP100-000-10306,ﾊｳｼﾞﾝｸﾞ M20×1.5 ﾌﾞﾘ-ｻﾞ-穴,2,9,機械加工,56027,美才治
SP100-000-105,ﾌﾛﾝﾄｶﾊﾞｰ,1,1,鋳造,99999,秋葉
SP100-000-107,ﾀｰﾐﾅﾙｶﾊﾞｰ,1,15,塗装,55016,MKｻｲｴﾝｽ
SP100-000-107,ﾀｰﾐﾅﾙｶﾊﾞｰ,2,9,機械加工,56013,佐藤
SP100-000-107,ﾀｰﾐﾅﾙｶﾊﾞｰ,3,1,鋳造,99999,秋葉
SP100-000-121,ｱﾂﾘｮｸｹｲﾌﾞﾛｯｸ       XX,1,11,含浸,55015,ﾌｨｰﾙﾄﾞﾄﾗ
SP100-000-121,ｱﾂﾘｮｸｹｲﾌﾞﾛｯｸ       XX,2,9,機械加工,56999,秋葉
SP100-000-121,ｱﾂﾘｮｸｹｲﾌﾞﾛｯｸ       XX,3,1,鋳造,99999,秋葉
SP100-000-12101,ｱﾂﾘｮｸｹｲﾌﾞﾛｯｸ RC1/4,1,25,出荷,0,#N/A
SP100-000-12102,ｱﾂﾘｮｸｹｲﾌﾞﾛｯｸ 1/4 NPT,1,25,出荷,0,#N/A
SP100-200-103,AMﾍﾞｰｽ,1,15,塗装,55001,馬場
SP100-200-103,AMﾍﾞｰｽ,2,11,含浸,55015,ﾌｨｰﾙﾄﾞﾄﾗ
SP100-200-103,AMﾍﾞｰｽ,3,9,機械加工,56999,秋葉
